,Video file,Organ,Finding,Classification
1990,3c4c5998-1647-4749-ae85-860d1578da89,Upper GI,z-line,anatomical-landmarks
1991,3ca40112-d6ad-4335-b622-95bbcded3cf2,Upper GI,z-line,anatomical-landmarks
1992,3d0dc950-4470-4331-a6ac-eb4e619197d1,Upper GI,z-line,anatomical-landmarks
1993,3d7cc851-720a-4af3-91a2-fff859e85dc3,Upper GI,z-line,anatomical-landmarks
1994,3dbd362e-e843-4113-a0b5-8b300a952e32,Upper GI,z-line,anatomical-landmarks
1995,3e3f6148-d375-4d18-aea8-f5b0c62b7eaf,Upper GI,z-line,anatomical-landmarks
1996,3e97485c-3ff5-44a8-a428-0b5c34eb9797,Upper GI,z-line,anatomical-landmarks
1997,3eec5135-b945-489b-b996-c3734cd07805,Upper GI,z-line,anatomical-landmarks
1998,3f538692-ad90-4096-b3c4-7a54f1c3f9c7,Upper GI,z-line,anatomical-landmarks
1999,3fedf47e-f8cc-44ff-bbcf-8db9355c433f,Upper GI,z-line,anatomical-landmarks
2000,401cce89-2f06-49ac-af41-f439346826b7,Upper GI,z-line,anatomical-landmarks
2001,40af52d3-49ff-4f7a-aa50-410ccba1e415,Upper GI,z-line,anatomical-landmarks
2002,419d6a4e-e09b-4edd-803a-ac6d0e3b52c8,Upper GI,z-line,anatomical-landmarks
2003,41a3746e-9579-42a2-b410-6a4334e3add5,Upper GI,z-line,anatomical-landmarks
2004,41e3d38b-fba2-4be3-81f4-ca360cb4aae7,Upper GI,z-line,anatomical-landmarks
2005,41f114fd-c620-494b-beef-6d294686c4b9,Upper GI,z-line,anatomical-landmarks
2006,41fdeac6-6f14-44a7-a4dd-926ca97dac96,Upper GI,z-line,anatomical-landmarks
2007,42db389f-e24c-4e0c-8272-97df41d42242,Upper GI,z-line,anatomical-landmarks
2008,431e1093-f78f-496d-a3e3-01d0f7f28985,Upper GI,z-line,anatomical-landmarks
2009,4352407b-0236-4df7-9675-78adff6bc25b,Upper GI,z-line,anatomical-landmarks
2010,43876f2a-330a-4cb1-bb6a-224f020d8723,Upper GI,z-line,anatomical-landmarks
2011,43c4807e-457f-48e8-a780-43ee9ecb0cd8,Upper GI,z-line,anatomical-landmarks
2012,440dfbe7-598f-4682-a1ab-5f34dbbc09ff,Upper GI,z-line,anatomical-landmarks
2013,4463800d-141e-40d6-9fa4-e299a25738f2,Upper GI,z-line,anatomical-landmarks
2014,448b06de-a4e3-45ef-b4a6-0d33fdc5facf,Upper GI,z-line,anatomical-landmarks
2015,44c3e1bf-e267-4e64-8b35-1d7cc526dee7,Upper GI,z-line,anatomical-landmarks
2016,4572c64e-31bb-4375-8a2b-566f493e849c,Upper GI,z-line,anatomical-landmarks
2017,459d7fb4-6c93-48ea-9b85-21f9e9433c8e,Upper GI,z-line,anatomical-landmarks
2018,45e3ba61-9a11-4437-842d-ccf42ed679fd,Upper GI,z-line,anatomical-landmarks
2019,461d1175-21f1-409e-8456-9052e7e7482c,Upper GI,z-line,anatomical-landmarks
2020,4653de66-dbe6-4f72-b192-90c29d4e0f9b,Upper GI,z-line,anatomical-landmarks
2021,46845677-f528-4b58-85b7-9201f7f0d8ae,Upper GI,z-line,anatomical-landmarks
2022,46f2c899-1332-414f-a51f-799c4d58ee18,Upper GI,z-line,anatomical-landmarks
2023,46f49a1e-5570-4bf5-a3a6-e015c6e9b9ac,Upper GI,z-line,anatomical-landmarks
2024,4704cfb5-d889-4f26-a2b0-498f04043597,Upper GI,z-line,anatomical-landmarks
2025,47710773-b060-4268-b9e7-b59d25150a97,Upper GI,z-line,anatomical-landmarks
2026,47a3a188-1b49-4c37-873f-160fe486f2fa,Upper GI,z-line,anatomical-landmarks
2027,47ad3d77-dca1-40a4-95f2-4f5059becfcd,Upper GI,z-line,anatomical-landmarks
2028,481eb295-a377-4d76-9d21-89d390825186,Upper GI,z-line,anatomical-landmarks
2029,485305df-5e72-4d5a-a683-19046c84de59,Upper GI,z-line,anatomical-landmarks
2030,486f3691-bfac-4c04-bbc6-165e2b423cf8,Upper GI,z-line,anatomical-landmarks
2031,48a49ca7-b518-41a7-b243-d0b0e1b2b4ff,Upper GI,z-line,anatomical-landmarks
2032,48f91c25-845b-4bbd-b61a-dbcf4df12784,Upper GI,z-line,anatomical-landmarks
2033,49a0fd92-1179-4536-85c9-bafde35e2914,Upper GI,z-line,anatomical-landmarks
2034,49bb9c7f-c5de-4057-ad98-f5ce67e62718,Upper GI,z-line,anatomical-landmarks
2035,4ae1e19c-9ec2-4ac7-b38d-80d6c09f3406,Upper GI,z-line,anatomical-landmarks
2036,4ba73b7d-cda4-44c2-9905-3ff329aff7af,Upper GI,z-line,anatomical-landmarks
2037,4bae14ba-e106-4701-a15f-64579350de90,Upper GI,z-line,anatomical-landmarks
2038,4c274644-50f6-40c4-b460-46b7589ef596,Upper GI,z-line,anatomical-landmarks
2039,4c27b84d-cd10-47e0-9e3c-b1a628fb49fd,Upper GI,z-line,anatomical-landmarks
2040,4c59559d-fc43-4fdd-b1ab-fd46048c2a90,Upper GI,z-line,anatomical-landmarks
2041,4c643ab1-d531-4b0c-b19a-1baab0edb7dd,Upper GI,z-line,anatomical-landmarks
2042,4cba81e3-07f2-44e5-a553-34d22cbd9fff,Upper GI,z-line,anatomical-landmarks
2043,4cc26f8c-a64d-41b4-97f9-6bb297bef780,Upper GI,z-line,anatomical-landmarks
2044,4ccc9340-46d1-43ec-a292-1898122b63d3,Upper GI,z-line,anatomical-landmarks
2045,4ccce5c6-c2be-4281-ae9c-8a45f505a3da,Upper GI,z-line,anatomical-landmarks
2046,4d6f3292-fbef-4242-a8b1-39cd71330145,Upper GI,z-line,anatomical-landmarks
2047,4d78a964-7516-4e66-a7d6-b2bcd5928128,Upper GI,z-line,anatomical-landmarks
2048,4dd4370b-5c01-4046-9d32-d58c2b0cf214,Upper GI,z-line,anatomical-landmarks
2049,4de80c62-e2b8-4822-8bcd-bdbd6cac4160,Upper GI,z-line,anatomical-landmarks
2050,4e1fd5da-8d21-4482-ae34-cbb825c4fd28,Upper GI,z-line,anatomical-landmarks
2051,4ec7b4db-6169-4894-8d62-b5ec1bdeae1e,Upper GI,z-line,anatomical-landmarks
2052,4ed40948-8611-43cf-8856-5bd83d90a11b,Upper GI,z-line,anatomical-landmarks
2053,4f1f66d0-97a7-4f46-b00a-605c83ab7e9b,Upper GI,z-line,anatomical-landmarks
2054,4ff319ec-df20-4537-838b-5236cf27097d,Upper GI,z-line,anatomical-landmarks
2055,5019576a-f5d7-4af0-9bd3-40b38a96a1a3,Upper GI,z-line,anatomical-landmarks
2056,506bde00-a1e4-4217-982a-59f41d20742f,Upper GI,z-line,anatomical-landmarks
2057,509fb7e9-11d8-4b71-b6d0-021c0b187f17,Upper GI,z-line,anatomical-landmarks
2058,50df27ca-e259-49f3-8b0a-6c5e9283a9e7,Upper GI,z-line,anatomical-landmarks
2059,512fa69a-add3-4c53-a5d7-e89bf45fda40,Upper GI,z-line,anatomical-landmarks
2060,51730165-521a-4cda-992a-f2ffa7351b27,Upper GI,z-line,anatomical-landmarks
2061,51740d38-923d-421b-a672-18feb80fdb6f,Upper GI,z-line,anatomical-landmarks
2062,51a2658b-0aca-411e-bf65-96dbb5ca60d3,Upper GI,z-line,anatomical-landmarks
2063,52c82ecd-8902-4d05-8899-76824c155edf,Upper GI,z-line,anatomical-landmarks
2064,53425c09-a6ff-4912-bc11-a4227c3a0bdf,Upper GI,z-line,anatomical-landmarks
2065,53ef5580-32a6-4ac9-958d-094a41518409,Upper GI,z-line,anatomical-landmarks
2066,543ee79d-8735-4143-83ca-808ad4f4c53e,Upper GI,z-line,anatomical-landmarks
2067,54409368-d603-4bde-a89b-34eb8da3a82d,Upper GI,z-line,anatomical-landmarks
2068,54469bc1-cbb6-42f4-8cb2-764824d4afad,Upper GI,z-line,anatomical-landmarks
2069,544e0ffa-e953-47b2-ad5d-6a333ff7c9a7,Upper GI,z-line,anatomical-landmarks
2070,547f28f4-beac-4ea4-a4e9-65f236d18b72,Upper GI,z-line,anatomical-landmarks
2071,54cea7f4-8b77-40d6-a602-fb7197278e28,Upper GI,z-line,anatomical-landmarks
2072,55090aba-0cda-4380-86a4-d8d6dbed3a34,Upper GI,z-line,anatomical-landmarks
2073,55cae2ac-ce85-4cdf-b13f-873256f50eb8,Upper GI,z-line,anatomical-landmarks
2074,562d3db8-bda0-47ea-a67c-cd1df32010af,Upper GI,z-line,anatomical-landmarks
2075,56f509d6-ead0-4e71-a694-df5c2c3540f3,Upper GI,z-line,anatomical-landmarks
2076,579640d4-6f01-49a4-978d-c90c95f5cbeb,Upper GI,z-line,anatomical-landmarks
2077,5838d0a6-5d44-41be-a118-e48bea5416e5,Upper GI,z-line,anatomical-landmarks
2078,584a8080-861e-4fe6-b2d7-efa1b1150b4a,Upper GI,z-line,anatomical-landmarks
2079,58e88107-b816-4a94-a24a-6cbddbf91d7e,Upper GI,z-line,anatomical-landmarks
2080,58f23230-4573-4d49-86da-fbef076a8a1a,Upper GI,z-line,anatomical-landmarks
2081,59388141-f6e1-4606-8f3c-75de7bdae05a,Upper GI,z-line,anatomical-landmarks
2082,595be2bc-b452-4ed3-8def-58c478d2b990,Upper GI,z-line,anatomical-landmarks
2083,5999a463-7f81-48b3-aec5-7cf61c46392a,Upper GI,z-line,anatomical-landmarks
2084,59f05306-5177-4c10-b83d-00522c410158,Upper GI,z-line,anatomical-landmarks
2085,5a127a43-ba12-447b-b0d9-ef42118e31b8,Upper GI,z-line,anatomical-landmarks
2086,5a49df04-908f-4158-87f8-562786132e4d,Upper GI,z-line,anatomical-landmarks
2087,5ab4b11f-622f-4837-9cf7-73d8d96e0864,Upper GI,z-line,anatomical-landmarks
2088,5b0a7cd5-5362-448f-acea-92cac2386aae,Upper GI,z-line,anatomical-landmarks
2089,5b18848f-5cbc-4cae-9004-b0f91edf1940,Upper GI,z-line,anatomical-landmarks
2090,5b8363a6-739f-42f2-a9b8-c1284616f445,Upper GI,z-line,anatomical-landmarks
2091,5be30e60-b286-4132-868d-ecf3bd42f489,Upper GI,z-line,anatomical-landmarks
2092,5c847f20-de42-4a05-baa4-2344aa27ed80,Upper GI,z-line,anatomical-landmarks
2093,5cb9a7fd-0aca-4e4b-ad16-287735ea8164,Upper GI,z-line,anatomical-landmarks
2094,5d03f371-a326-48d4-b9f3-f782d1df1cea,Upper GI,z-line,anatomical-landmarks
2095,5d10b061-68c9-49b0-b776-445226ca0499,Upper GI,z-line,anatomical-landmarks
2096,5d6a2c68-1b3e-42b4-a72d-73132e067b22,Upper GI,z-line,anatomical-landmarks
2097,5dbf8808-8a30-4a93-97bc-70372a2c66e5,Upper GI,z-line,anatomical-landmarks
2098,5e41e322-551b-4295-9d39-4fee360266ca,Upper GI,z-line,anatomical-landmarks
2099,5e671720-1d1f-4969-a665-12914cfbb548,Upper GI,z-line,anatomical-landmarks
2100,5ec94f38-668a-4ae8-a4ac-1874cf5bf201,Upper GI,z-line,anatomical-landmarks
2101,5f0deefa-dee2-4c82-9a44-f881ce9f74ac,Upper GI,z-line,anatomical-landmarks
2102,5f135214-b0ad-4cad-bde0-a30637ec7c7f,Upper GI,z-line,anatomical-landmarks
2103,5f33a571-08e8-427f-9b0c-e70da407b8d4,Upper GI,z-line,anatomical-landmarks
2104,5f7913bf-0c63-4897-88d4-56fc98fb57be,Upper GI,z-line,anatomical-landmarks
2105,60aaf763-7b01-435d-b075-3a142a383334,Upper GI,z-line,anatomical-landmarks
2106,60f4e5ee-dc99-48ad-988b-7f87654340fe,Upper GI,z-line,anatomical-landmarks
2107,61363f96-960a-4362-b6b8-2053279a1633,Upper GI,z-line,anatomical-landmarks
2108,614e2b9a-cb25-4f29-b12b-9e4dc32125fe,Upper GI,z-line,anatomical-landmarks
2109,616bcbb4-00b2-4f28-bd97-6e64cd9eb6e5,Upper GI,z-line,anatomical-landmarks
2110,619e02c9-03a5-4162-a3a9-7fb38d26c0bb,Upper GI,z-line,anatomical-landmarks
2111,61d380eb-88a9-4e80-be26-8f2bb6afee62,Upper GI,z-line,anatomical-landmarks
2112,61dada92-0a66-40e3-9acb-fc50831a18f2,Upper GI,z-line,anatomical-landmarks
2113,620c7099-a71c-4c57-8e28-0c373858d18c,Upper GI,z-line,anatomical-landmarks
2114,62599bc1-eebe-496c-bd81-3d582cbb6aaf,Upper GI,z-line,anatomical-landmarks
2115,6271374b-485c-458f-8215-11618c0befe6,Upper GI,z-line,anatomical-landmarks
2116,62b0ed2f-bff7-4649-a287-8016f332cc81,Upper GI,z-line,anatomical-landmarks
2117,62e2b356-ce05-4d35-8113-c1afb28f76a9,Upper GI,z-line,anatomical-landmarks
2118,638fca1c-842b-40c5-9f90-1388378d01f0,Upper GI,z-line,anatomical-landmarks
2119,648d2501-e3a3-416f-a2f8-64da94fbaacd,Upper GI,z-line,anatomical-landmarks
2120,6562e628-52d4-45a0-8feb-39045a825ca4,Upper GI,z-line,anatomical-landmarks
2121,6570c0fd-6992-4af1-9183-3747ae199537,Upper GI,z-line,anatomical-landmarks
2122,6593afa1-c0d5-4d5a-99d2-95e70f327061,Upper GI,z-line,anatomical-landmarks
2123,666c2267-79b0-4227-abe4-add3ae994380,Upper GI,z-line,anatomical-landmarks
2124,6696fff3-14e7-4cad-961e-3eef990b5cdc,Upper GI,z-line,anatomical-landmarks
2125,66d51c0d-2c08-4140-a9b4-94a2a7c15c63,Upper GI,z-line,anatomical-landmarks
2126,66f7ae10-730b-4d3d-931e-73285d65ef5f,Upper GI,z-line,anatomical-landmarks
2127,66fedc13-fb2e-4d16-8d7c-75c34ba04367,Upper GI,z-line,anatomical-landmarks
2128,673ac606-e27c-436f-b7de-39de1f04ed85,Upper GI,z-line,anatomical-landmarks
2129,67ba897e-e70d-49c1-8225-759505a9261f,Upper GI,z-line,anatomical-landmarks
2130,67ded5d7-0b62-4b71-862d-1ad064d98460,Upper GI,z-line,anatomical-landmarks
2131,67f302ff-2d44-4172-a93c-517269d5b945,Upper GI,z-line,anatomical-landmarks
2132,68008074-4cae-46ea-a941-d9584a7d6589,Upper GI,z-line,anatomical-landmarks
2133,6814bc23-3930-4073-83dd-593e93828603,Upper GI,z-line,anatomical-landmarks
2134,681b78f4-833f-41e1-a96b-42afa25c5ecb,Upper GI,z-line,anatomical-landmarks
2135,6842420c-2545-40e7-ae50-11e6adc2fa94,Upper GI,z-line,anatomical-landmarks
2136,68812954-7d0c-44de-b124-44c793f2502b,Upper GI,z-line,anatomical-landmarks
2137,689534cc-9442-4edf-9022-453d90e867fc,Upper GI,z-line,anatomical-landmarks
2138,689756d6-31de-467c-8831-05b3b4a42b3a,Upper GI,z-line,anatomical-landmarks
2139,689c18e4-1049-4ecd-9836-59ac18e01c94,Upper GI,z-line,anatomical-landmarks
2140,68b13eae-edf3-4288-abdf-9bb356f8e5e5,Upper GI,z-line,anatomical-landmarks
2141,68fee78e-2ce6-4d5e-822f-3f7b0f8f4d20,Upper GI,z-line,anatomical-landmarks
2142,693eb9d4-8ff6-4a50-9168-22df3a83dc5e,Upper GI,z-line,anatomical-landmarks
2143,698f2da9-3361-4586-9bb5-f71f6cb68e97,Upper GI,z-line,anatomical-landmarks
2144,69daf8be-9487-435d-817a-81e5af723a50,Upper GI,z-line,anatomical-landmarks
2145,6a85848d-33aa-4fe1-954f-ef34ad43594d,Upper GI,z-line,anatomical-landmarks
2146,6a9a249e-7bea-4b3b-b281-a0b23902a6c2,Upper GI,z-line,anatomical-landmarks
2147,6ae7ee5c-e65e-47b1-a803-ecc3dfafa72a,Upper GI,z-line,anatomical-landmarks
2148,6aee3b2d-1cb0-4544-8796-c38570d6302f,Upper GI,z-line,anatomical-landmarks
2149,6b93a378-a445-48dd-9184-65ab13684ce2,Upper GI,z-line,anatomical-landmarks
2150,6b976b78-58d1-41de-a1c8-22b4dd93a31c,Upper GI,z-line,anatomical-landmarks
2151,6c77ec92-80c8-4d5d-8b4d-7b417c901b03,Upper GI,z-line,anatomical-landmarks
2152,6d751d12-fa82-4e07-a894-0a318ff4c146,Upper GI,z-line,anatomical-landmarks
2153,6da91697-5d9a-4277-9029-4266cbd4994d,Upper GI,z-line,anatomical-landmarks
2154,6dd09789-dc19-4091-820d-007c9fef5e37,Upper GI,z-line,anatomical-landmarks
2155,6de23996-c40d-4da1-a11e-141ce8218fe2,Upper GI,z-line,anatomical-landmarks
2156,6dfb62d8-d1b9-4dc1-b942-487838ef4423,Upper GI,z-line,anatomical-landmarks
2157,6f153e8a-e731-4cf9-94da-21ac4c5534ab,Upper GI,z-line,anatomical-landmarks
2158,6ff4b534-a568-45c1-9e76-66f1ed638f78,Upper GI,z-line,anatomical-landmarks
2159,6ff5aa67-92b0-4db8-9db6-fe85fc6d7632,Upper GI,z-line,anatomical-landmarks
2160,700c4a39-b552-460d-8194-adee38be18a2,Upper GI,z-line,anatomical-landmarks
2161,701a1b16-d809-4d43-902a-d765ac591443,Upper GI,z-line,anatomical-landmarks
2162,701c9911-35eb-48be-b83a-9458cc254869,Upper GI,z-line,anatomical-landmarks
2163,702d4391-1d96-464f-b99b-2117679bdaa1,Upper GI,z-line,anatomical-landmarks
2164,7060c6d6-628b-431e-9485-c74de41d0f19,Upper GI,z-line,anatomical-landmarks
2165,71116a9d-f383-4b31-971f-c1222d37bde7,Upper GI,z-line,anatomical-landmarks
2166,71cbbc93-5b90-425c-9218-8d0893666003,Upper GI,z-line,anatomical-landmarks
2167,72683e7b-e54f-49b0-97f3-8bd7ea039b23,Upper GI,z-line,anatomical-landmarks
2168,727d7c08-047b-4bf5-bce5-7f0eb6488201,Upper GI,z-line,anatomical-landmarks
2169,732006fc-5e36-406c-a421-9c82c4a64a29,Upper GI,z-line,anatomical-landmarks
2170,73228ef6-716a-469b-a067-ae29c7dbd17b,Upper GI,z-line,anatomical-landmarks
2171,732431b6-10d5-4b33-bd95-a6a4b929a83d,Upper GI,z-line,anatomical-landmarks
2172,73319580-7659-4cb1-bc99-3f8cc274a766,Upper GI,z-line,anatomical-landmarks
2173,7409f9d4-bc14-4f73-b69c-85ef04b5ff14,Upper GI,z-line,anatomical-landmarks
2174,741533eb-a115-4bf7-95f1-9e19510b0b39,Upper GI,z-line,anatomical-landmarks
2175,742d38b0-99db-4048-b67d-f14d59ce3cb1,Upper GI,z-line,anatomical-landmarks
2176,743662d9-eb59-4d07-915b-0eb2841e946b,Upper GI,z-line,anatomical-landmarks
2177,744b626e-3216-40e1-86d4-d7ea11cb750b,Upper GI,z-line,anatomical-landmarks
2178,747c36fa-b6f0-4920-bf98-5d985f9f2732,Upper GI,z-line,anatomical-landmarks
2179,74d7629f-6845-4356-aae2-dbcfef6c1de3,Upper GI,z-line,anatomical-landmarks
2180,74e05ff4-f3b9-426f-80dc-314736e34956,Upper GI,z-line,anatomical-landmarks
2181,74e5babd-88d5-4f0b-95d2-2d5a13a60315,Upper GI,z-line,anatomical-landmarks
2182,75498271-4808-458c-9477-10bdc7ccc8b7,Upper GI,z-line,anatomical-landmarks
2183,75882a11-6452-4f30-92d5-7ab32e5250d0,Upper GI,z-line,anatomical-landmarks
2184,75923e83-0839-4beb-8ea3-ccc4d0135aa4,Upper GI,z-line,anatomical-landmarks
2185,75ae5051-9625-4447-bb60-a8d373114a0b,Upper GI,z-line,anatomical-landmarks
2186,77350309-7fdf-4680-aa75-f70bcfd8de3f,Upper GI,z-line,anatomical-landmarks
2187,77389e8d-8993-4ae3-bdfb-fcf65f5a662c,Upper GI,z-line,anatomical-landmarks
2188,774bd660-bdb3-477b-9ff8-d2b19bb747dd,Upper GI,z-line,anatomical-landmarks
2189,77fff6f7-5a0d-44d3-bf72-581492b71bc0,Upper GI,z-line,anatomical-landmarks
2190,780dce91-f916-4c38-b46a-8341c32f57ca,Upper GI,z-line,anatomical-landmarks
2191,7811ec45-b9a6-4a08-a663-7f3ddc9b5241,Upper GI,z-line,anatomical-landmarks
2192,784baa05-c4ad-44ea-8e57-79926c48104a,Upper GI,z-line,anatomical-landmarks
2193,790a6132-83e3-4551-8110-1dd280865284,Upper GI,z-line,anatomical-landmarks
2194,793453c7-8a77-4685-bd67-4b4fdb9d8830,Upper GI,z-line,anatomical-landmarks
2195,79a383bf-33d0-4ae5-98c5-7cde8995b23d,Upper GI,z-line,anatomical-landmarks
2196,7a1017a2-97f1-415b-88e4-30af08d41617,Upper GI,z-line,anatomical-landmarks
2197,7a7b69f5-f10a-4341-b618-a81455f5a816,Upper GI,z-line,anatomical-landmarks
2198,7a861823-2249-41b3-ae7d-0b91177a2de0,Upper GI,z-line,anatomical-landmarks
2199,7ab5649f-5a6a-42b4-b9d3-b6d372067eb0,Upper GI,z-line,anatomical-landmarks
2200,7ad19733-ef05-442c-a82a-5890274092a3,Upper GI,z-line,anatomical-landmarks
2201,7aebd915-5229-4411-be6f-7a6f625c8556,Upper GI,z-line,anatomical-landmarks
2202,7b1d4a87-b777-4f54-9b1a-6c8f19b8060d,Upper GI,z-line,anatomical-landmarks
2203,7b252c17-0019-42cb-9bee-97a0584e29ec,Upper GI,z-line,anatomical-landmarks
2204,7b76eda3-a2c2-4d78-9e1c-84b22a01fb82,Upper GI,z-line,anatomical-landmarks
2205,7bc76d65-a805-4189-9152-bec71dcc6329,Upper GI,z-line,anatomical-landmarks
2206,7beda79f-f527-41b3-93b5-ede401ac93a2,Upper GI,z-line,anatomical-landmarks
2207,7bfc5675-6795-49d2-9b70-de107737f82c,Upper GI,z-line,anatomical-landmarks
2208,7bfcfec7-5567-4803-8ca8-5769f667d39e,Upper GI,z-line,anatomical-landmarks
2209,7c62e696-e09a-42fa-9800-d4d93b54d71c,Upper GI,z-line,anatomical-landmarks
2210,7cc3ee96-b198-4553-ac3e-13b5846147df,Upper GI,z-line,anatomical-landmarks
2211,7d7ffe3d-b0f2-4165-841e-1942f543c385,Upper GI,z-line,anatomical-landmarks
2212,7dace8f5-00da-47e4-bd6f-649aaba05187,Upper GI,z-line,anatomical-landmarks
2213,7e07f870-f03b-4b23-a22f-00631a357426,Upper GI,z-line,anatomical-landmarks
2214,7e0c7abf-3e2b-404f-9be2-d52814c0c4a0,Upper GI,z-line,anatomical-landmarks
2215,7e3066d3-c15f-47aa-9f7f-1fa45f466de3,Upper GI,z-line,anatomical-landmarks
2216,7edd9fbd-48ac-4d1e-a7e3-5587e25b6f9a,Upper GI,z-line,anatomical-landmarks
2217,7f785b6b-2f01-4ba4-94ce-49b0ecea0bd1,Upper GI,z-line,anatomical-landmarks
2218,7f7f0983-0e65-43fb-98e2-21dcdee72723,Upper GI,z-line,anatomical-landmarks
2219,7fa4bbc0-70b3-49b0-b1f9-949510fe81cd,Upper GI,z-line,anatomical-landmarks
2220,7fc43662-e821-4d37-9e63-b8f388977e5a,Upper GI,z-line,anatomical-landmarks
2221,8002ad2d-c594-4f38-b4b5-157ba436fbc0,Upper GI,z-line,anatomical-landmarks
2222,800ae981-d58b-47c2-a320-4f306f4f2438,Upper GI,z-line,anatomical-landmarks
2223,8017f757-99fe-431f-9f33-a234b6b28ff0,Upper GI,z-line,anatomical-landmarks
2224,8057ffda-57c0-408c-b996-4c9073bd0408,Upper GI,z-line,anatomical-landmarks
2225,8070953e-09a2-4c32-88b5-d2374757f317,Upper GI,z-line,anatomical-landmarks
2226,80cdc7ab-3a8e-484c-895e-5b52ff669d08,Upper GI,z-line,anatomical-landmarks
2227,810bfbdc-592e-47c0-a128-f202a01fafe6,Upper GI,z-line,anatomical-landmarks
2228,81cb77bb-01db-49a5-93c0-302978031e50,Upper GI,z-line,anatomical-landmarks
2229,81e8a9ae-fdb2-42dc-bc90-b55b0671069b,Upper GI,z-line,anatomical-landmarks
2230,82034b72-78a3-4848-8036-e2b24aee5253,Upper GI,z-line,anatomical-landmarks
2231,82264eb2-4a7e-4731-a5ed-36192954dc4a,Upper GI,z-line,anatomical-landmarks
2232,827bc001-a8ca-4cf5-b10e-24a975ad6337,Upper GI,z-line,anatomical-landmarks
2233,82941ddb-f1b0-4ef7-a29e-705920938f6b,Upper GI,z-line,anatomical-landmarks
2234,8335086e-a30c-4324-bd71-b44ef36f5e3f,Upper GI,z-line,anatomical-landmarks
2235,83768c6c-c609-4891-8217-0e6c83dd1dce,Upper GI,z-line,anatomical-landmarks
2236,837a9e3b-32af-45e3-93d3-b4fe62767986,Upper GI,z-line,anatomical-landmarks
2237,839445f9-8d82-46db-a409-7820431c7dfc,Upper GI,z-line,anatomical-landmarks
2238,83a905e6-8e13-4726-a702-b6660069bd5a,Upper GI,z-line,anatomical-landmarks
2239,83bcbc9b-9f14-4260-8e8c-04a42937cee9,Upper GI,z-line,anatomical-landmarks
2240,842390b9-ad9f-473a-8f98-a47f845b3846,Upper GI,z-line,anatomical-landmarks
2241,846cc93c-2147-44d9-ac05-1828f27cd693,Upper GI,z-line,anatomical-landmarks
2242,848ebec5-b529-40c4-8f01-e078c7e55d47,Upper GI,z-line,anatomical-landmarks
2243,84b2561b-cd33-44b9-bf54-ea2bebbaf2f4,Upper GI,z-line,anatomical-landmarks
2244,84c259be-812c-4cf1-a59f-736f4ff2a2a6,Upper GI,z-line,anatomical-landmarks
2245,8593f387-9d99-44b8-a638-7fb36713f267,Upper GI,z-line,anatomical-landmarks
2246,85aaa783-48ca-4bbb-a08a-4e1e862b2e9e,Upper GI,z-line,anatomical-landmarks
2247,85cd144a-e6f2-40f1-a1a8-b7f486fd9a2e,Upper GI,z-line,anatomical-landmarks
2248,85ff6d0f-4b3c-4ed0-b78e-d1b3cfc701a0,Upper GI,z-line,anatomical-landmarks
2249,867ba6c3-5112-40c3-a747-46d01171d330,Upper GI,z-line,anatomical-landmarks
2250,86a77116-57af-4560-90e4-44f6ab099876,Upper GI,z-line,anatomical-landmarks
2251,8706f3b6-c0c2-4fd2-8d4b-c4fd41720205,Upper GI,z-line,anatomical-landmarks
2252,87199a47-533b-4b86-b937-2c68045c1006,Upper GI,z-line,anatomical-landmarks
2253,871a500d-d223-4957-b4ad-d2ae22210ce2,Upper GI,z-line,anatomical-landmarks
2254,8737a1d5-dec6-4ba4-a97b-532b8733def8,Upper GI,z-line,anatomical-landmarks
2255,87774564-6b67-478a-b06d-67be8c877250,Upper GI,z-line,anatomical-landmarks
2256,879a4eea-0970-4b19-a5b4-85916da3acdb,Upper GI,z-line,anatomical-landmarks
2257,87c8d747-9037-4e1d-9e3b-29a15275c47d,Upper GI,z-line,anatomical-landmarks
2258,87c9e1eb-af3d-48af-8815-18c65debe372,Upper GI,z-line,anatomical-landmarks
2259,87cfcb37-5fe7-4c51-8dff-82e6e2efe60e,Upper GI,z-line,anatomical-landmarks
2260,87d68d70-cb2e-4d69-a04b-fd3078d19f74,Upper GI,z-line,anatomical-landmarks
2261,88b2da5c-3084-4a72-b009-90169db0b5e6,Upper GI,z-line,anatomical-landmarks
2262,88c1915f-fce0-4c44-9745-a2fac2a3e04a,Upper GI,z-line,anatomical-landmarks
2263,88c64008-0ef2-495a-8b73-661ad92ea9e4,Upper GI,z-line,anatomical-landmarks
2264,8900b87b-9d7f-42f0-995a-343091bc2f09,Upper GI,z-line,anatomical-landmarks
2265,8918fcd9-7a7f-46c8-a0c9-89d435bac018,Upper GI,z-line,anatomical-landmarks
2266,89d18c4c-fe37-43c6-9dfa-b534919bd6e3,Upper GI,z-line,anatomical-landmarks
2267,89f3cc01-9eec-44ad-badb-9f6891671126,Upper GI,z-line,anatomical-landmarks
2268,8a69496d-37b9-4400-af9e-8c5a8cb53034,Upper GI,z-line,anatomical-landmarks
2269,8ab54937-db04-449f-a9ad-91f7f5166f12,Upper GI,z-line,anatomical-landmarks
2270,8ad6979e-7134-455a-90a8-f2defc6b2036,Upper GI,z-line,anatomical-landmarks
2271,8ade050d-287e-4da9-bbbc-69c49e362655,Upper GI,z-line,anatomical-landmarks
